no,Nama,Alamat,Latitude,Longtitude,Kode_Pos,Luas,Kapasitas,Keterangan_Lantai,Kode_Wilayah_1,Kode_Wilayah_2,Link_Maps,Jenis_Bencana
262,Balai Desa Bingkeng,"Unnamed Road, Pasirmanggu, Bingkeng, Kec. Dayeuhluhur, Kabupaten Cilacap, Jawa Tengah 53266",-7.23711121601045,108.59272960668,\\N,0,0,\\N,3301010009,3301010,https://goo.gl/maps/m6TmFwRWRDYB8MNA6,"Angin kencang, Tanah longsor, dan Gempa bumi"
263,Balai Desa Bolang,"Cimahi, Bolang, Kec. Dayeuhluhur, Kabupaten Cilacap, Jawa Tengah 53266",-7.20214762799501,108.585644335524,\\N,0,0,\\N,3301010010,3301010,https://goo.gl/maps/A7cLHi53NBgPQhME7,"Angin kencang, Tanah longsor, dan Gempa bumi"
264,Balai Desa Kutaagung,"Kutaagung, Kec. Dayeuhluhur, Kabupaten Cilacap, Jawa Tengah 53266",-7.18229445699388,108.575706082257,\\N,0,0,\\N,3301010011,3301010,https://goo.gl/maps/FPU8hsMVQrGF8VUQ8,"Angin kencang, Tanah longsor, dan Gempa bumi"
265,Balai Desa Cijeruk,"Kujang, Cijeruk, Kec. Dayeuhluhur, Kabupaten Cilacap, Jawa Tengah 53266",-7.19735614836317,108.600448937355,\\N,0,0,\\N,3301010012,3301010,https://goo.gl/maps/D5mmHWGMh8PHgS9j6,"Angin kencang, Tanah longsor, dan Gempa bumi"
266,Balai Desa Cilumping,"Cilumping, Kec. Dayeuhluhur, Kabupaten Cilacap, Jawa Tengah 53266",-7.18714752104168,108.621772204838,\\N,0,0,\\N,3301010013,3301010,https://goo.gl/maps/FMNyjvq13qMgMhjb8,"Angin kencang, Tanah longsor, dan Gempa bumi"
267,"\\\
Balai Desa Sumpinghayu\\\
","Unnamed Road, Kaduluhur, Sumpinghayu, Kec. Dayeuhluhur, Kabupaten Cilacap, Jawa Tengah 53266",-7.19163984864924,108.634856528347,\\N,0,0,\\N,3301010014,3301010,https://goo.gl/maps/hcBXFaficGkPrmS58,"Angin kencang, Tanah longsor, dan Gempa bumi"
268,Balai Desa Purwasari,"Gayamsari, Purwasari, Kec. Wanareja, Kabupaten Cilacap, Jawa Tengah 53265",-7.43575761635282,108.731569324045,\\N,0,0,\\N,3301020001,3301020,https://goo.gl/maps/7k9NcxqhvwY2KByG8,"Angin kencang, Tanah longsor, dan Gempa bumi"
269,Balai Desa Cilongkrang,"Jl. Raya Cilongkrang No.Jl. Raya Cilongkrang, Cilongkrang, Kec. Wanareja, Kabupaten Cilacap, Jawa Tengah 53265",-7.40700443815276,108.714349829989,\\N,0,0,\\N,3301020002,3301020,https://goo.gl/maps/7s3hSuZZmttJBCDW7,"Angin kencang, Tanah longsor, dan Gempa bumi"
270,Balai Desa Tarisi,"Meluwung, Tarisi, Kec. Wanareja, Kabupaten Cilacap, Jawa Tengah 53265",-7.39470838816254,108.701334864386,\\N,0,0,\\N,3301020003,3301020,https://goo.gl/maps/rvgV5ThWudXBTLZQA,"Angin kencang, Tanah longsor, dan Gempa bumi"
271,Balai Desa Bantar,"Jl. Cipari-Mulyadadi, Winangun, Bantar, Kec. Wanareja, Kabupaten Cilacap, Jawa Tengah 53265",-7.35314909577626,108.704342352574,\\N,0,0,\\N,3301020004,3301020,https://goo.gl/maps/G7wm5bEsigd5K8tm9,"Angin kencang, Tanah longsor, dan Gempa bumi"
272,Balai Desa Adimulya,"Jl. Kapten Idris No.3, Cihandiwung Lor, Adimulya, Kec. Wanareja, Kabupaten Cilacap, Jawa Tengah 53265",-7.33296091584988,108.688432489476,\\N,0,0,\\N,3301020006,3301020,https://goo.gl/maps/w4oyGj6JbGiawdFZA,"Angin kencang, Tanah longsor, dan Gempa bumi"
273,Balai Desa Wanareja,"Sogati, Wanareja, Kec. Wanareja, Kabupaten Cilacap, Jawa Tengah 53265",-7.32853370869163,108.683394577871,\\N,0,0,\\N,3301020007,3301020,https://goo.gl/maps/47o1NZA6BFoyYbUp8,"Angin kencang, Tanah longsor, dan Gempa bumi"
274,Balai Desa Madura,"Jl. Nasional III, Karanganyar, Madura, Kec. Wanareja, Kabupaten Cilacap, Jawa Tengah 53265",-7.33064873985645,108.64404638881,\\N,0,0,\\N,3301020008,3301020,https://goo.gl/maps/Pc5nquZTC6sGo4HE9,"Angin kencang, Tanah longsor, dan Gempa bumi"
275,Balai Desa Madusari,"Candipura, Madusari, Kec. Wanareja, Kabupaten Cilacap, Jawa Tengah 53265",-7.309033604291,108.647186806696,\\N,0,0,\\N,3301020009,3301020,https://goo.gl/maps/9isDUGhyH1ssssh89,"Angin kencang, Tanah longsor, dan Gempa bumi"
276,Balai Desa Majingklak,"Majingklak, Kec. Wanareja, Kabupaten Cilacap, Jawa Tengah 53265",-7.30255130039117,108.674888634634,\\N,0,0,\\N,3301020011,3301020,https://goo.gl/maps/5ycswsUY7iKwaHEHA,"Angin kencang, Tanah longsor, dan Gempa bumi"
277,Balai Desa Malabar,"Malabar, Kec. Wanareja, Kabupaten Cilacap, Jawa Tengah 53265",-7.29327182105749,108.688126369373,\\N,0,0,\\N,3301020012,3301020,https://goo.gl/maps/rigz4AgrssMRpspb8,"Angin kencang, Tanah longsor, dan Gempa bumi"
278,Balai Desa Limbangan,"Jln Brujulan Limbangan,, Limbangan, Kec. Wanareja, Kabupaten Cilacap, Jawa Tengah 53265",-7.29808782936488,108.709975295106,\\N,0,0,\\N,3301020013,3301020,https://goo.gl/maps/Sz2ZtsMx5yFts7NM8,"Angin kencang, Tanah longsor, dan Gempa bumi"
279,Balai Desa Cigantung,"Cigintung, Kec. Wanareja, Kabupaten Cilacap, Jawa Tengah 53222",-7.20687383686491,108.710676022947,\\N,0,0,\\N,3301020014,3301020,https://goo.gl/maps/6y7TD9r9WTMxLgtz8,"Angin kencang, Tanah longsor, dan Gempa bumi"
280,Balai Desa Palugon,"RT 02/01, Desa, Palugon, Kec. Wanareja, Kabupaten Cilacap, Jawa Tengah 53265",-7.22948199700894,108.675272812577,\\N,0,0,\\N,3301020015,3301020,https://goo.gl/maps/ChkF65tr6nfnzebY8,"Angin kencang, Tanah longsor, dan Gempa bumi"
281,Balai Desa Jambu,"Timbang Satu, Jambu, Kec. Wanareja, Kabupaten Cilacap, Jawa Tengah 53265",-7.14328837495303,108.685047323831,\\N,0,0,\\N,3301020016,3301020,https://goo.gl/maps/1UPUTxuJVPhbmQBB9,"Angin kencang, Tanah longsor, dan Gempa bumi"
282,Balai Desa Pahonjean,"Jl. Raya, Pahonjean, Kec. Majenang, Kabupaten Cilacap, Jawa Tengah 53257",-7.32460544266561,108.738586791379,\\N,0,0,\\N,3301030001,3301030,https://goo.gl/maps/YWfHk7tkJUxLVB8U7,"Angin kencang, Tanah longsor, dan Gempa bumi"
283,Balai Desa Mulyadadi,"Mulyadadi, Kec. Majenang, Kabupaten Cilacap, Jawa Tengah 53257",-7.31912551122378,108.751735280741,\\N,0,0,\\N,3301030002,3301030,https://goo.gl/maps/rUpHkzTsfN54V5VA6,"Angin kencang, Tanah longsor, dan Gempa bumi"
284,Balai Desa Mulyasari,"Bojongsari, Mulyasari, Kec. Majenang, Kabupaten Cilacap, Jawa Tengah 53257",-7.31601645022711,108.771020721842,\\N,0,0,\\N,3301030003,3301030,https://goo.gl/maps/PWEmR2yQvG5wT8GQ8,"Angin kencang, Tanah longsor, dan Gempa bumi"
285,Balai Desa Padangsari,"Jl. Kyai M. Syuhud, Area Sawah, Padangsari, Kec. Majenang, Kabupaten Cilacap, Jawa Tengah 53257",-7.32862653160182,108.780258568346,\\N,0,0,\\N,3301030004,3301030,https://goo.gl/maps/dCcsbupgcf56eZhK9,"Angin kencang, Tanah longsor, dan Gempa bumi"
286,Balai Desa Cilopadang,"Jl. Majenang - Cimanggu No.78, Cilopadang, Kec. Majenang, Kabupaten Cilacap, Jawa Tengah 53257",-7.30409547659059,108.790295693221,\\N,0,0,\\N,3301030005,3301030,https://goo.gl/maps/6GgWar7PNnAknFLc8,"Angin kencang, Tanah longsor, dan Gempa bumi"
287,Balai Desa Padangjaya,"Jl. Garuda, Kutasari, Padangjaya, Kec. Majenang, Kabupaten Cilacap, Jawa Tengah 53257",-7.31256171592387,108.785646736932,\\N,0,0,\\N,3301030006,3301030,https://goo.gl/maps/5ZGupLei17k65HdW9,"Angin kencang, Tanah longsor, dan Gempa bumi"
288,Balai Desa Sindangsari,"Tanjungsari, Sindangsari, Kec. Majenang, Kabupaten Cilacap, Jawa Tengah 53257",-7.3004392352876,108.767434108962,\\N,0,0,\\N,3301030007,3301030,https://goo.gl/maps/sz9CjRwSVbbNDruS9,"Angin kencang, Tanah longsor, dan Gempa bumi"
289,Balai Desa Jenang,"Jl. Manggis, Jenang Selatan, Jenang, Kec. Majenang, Kabupaten Cilacap, Jawa Tengah 53257",-7.30013823786499,108.758178661144,\\N,0,0,\\N,3301030008,3301030,https://goo.gl/maps/PyyHDianXyxCpwqT9,"Angin kencang, Tanah longsor, dan Gempa bumi"
290,Balai Desa Salebu,"Jl. H. Ibrahim No.163, Karanggedang, Salebu, Kec. Majenang, Kabupaten Cilacap, Jawa Tengah 53257",-7.30206026631351,108.72381800486,\\N,0,0,\\N,3301030009,3301030,https://goo.gl/maps/kRMhnVPRwEa3GjGd8,"Angin kencang, Tanah longsor, dan Gempa bumi"
291,Balai Desa Cibeunying,"Jl. KH. Sufyan Tsauri, Cigaru, Cibeunying, Kec. Majenang, Kabupaten Cilacap, Jawa Tengah 53257",-7.29457669100617,108.742674064395,\\N,0,0,\\N,3301030010,3301030,https://goo.gl/maps/R5T3AtFbomjpLGhx8,"Angin kencang, Tanah longsor, dan Gempa bumi"
292,Balai Desa Sepatnunggal,"Sepatnunggal, Majenang, Sindangjati, Sepatnunggal, Kec. Majenang, Kabupaten Cilacap, Jawa Tengah 53257",-7.24407960087781,108.743782206721,\\N,0,0,\\N,3301030011,3301030,https://goo.gl/maps/csBD3aiGfFLhPaKS6,"Angin kencang, Tanah longsor, dan Gempa bumi"
293,Balai Desa Bener,"Jl. Raya Bener, Pamugaran, Bener, Kec. Majenang, Kabupaten Cilacap, Jawa Tengah 53257",-7.2610832506552,108.75340140983,\\N,0,0,\\N,3301030012,3301030,https://goo.gl/maps/QfRAHJ5SCEYAKcJm7,"Angin kencang, Tanah longsor, dan Gempa bumi"
294,Balai Desa Boja,"Walahir, Boja, Kec. Majenang, Kabupaten Cilacap, Jawa Tengah 53257",-7.24564511598711,108.781813277702,\\N,0,0,\\N,3301030013,3301030,https://goo.gl/maps/Y8mvLZxjrruDYq647,"Angin kencang, Tanah longsor, dan Gempa bumi"
295,Balai Desa Ujungbarang,"Ujungbarang, Majenang, Ujungbarang Satu, Ujungbarang, Cilacap, Kabupaten Cilacap, Jawa Tengah 53257",-7.22221534641913,108.786719094267,\\N,0,0,\\N,3301030014,3301030,https://goo.gl/maps/pMdkdDW9ktcRhPKX6,"Angin kencang, Tanah longsor, dan Gempa bumi"
296,Balai Desa Pengadegan,"Jln. Depok No.01 Pengadegan, Majenang, Kabupaten Cilacap, Jawa Tengah Kode, Balekambang, Pengadegan, Kec. Majenang, Kabupaten Ci",-7.2187114218281,108.768320746837,\\N,0,0,\\N,3301030015,3301030,https://goo.gl/maps/cEWvtVph83rY134T8,"Angin kencang, Tanah longsor, dan Gempa bumi"
297,Balai Desa Sadabumi,"RT 002/001, Desa, Area Gn., Sadabumi, Kec. Majenang, Kabupaten Cilacap, Jawa Tengah 53257",-7.21352888017285,108.750740837394,\\N,0,0,\\N,3301030016,3301030,https://goo.gl/maps/LrnqPH6ttLSGthwMA,"Angin kencang, Tanah longsor, dan Gempa bumi"
298,Balai Desa Sadahayu,"Sadahayu, Kec. Majenang, Kabupaten Cilacap, Jawa Tengah 53257",-7.21606776408313,108.719560493232,\\N,0,0,\\N,3301030017,3301030,https://goo.gl/maps/iG43seDwmPtKAiDA9,"Angin kencang, Tanah longsor, dan Gempa bumi"
299,Balai Desa Karangreja,"Unnamed Road, Karangtengah Kidul, Karangreja, Kec. Cimanggu, Kabupaten Cilacap, Jawa Tengah 53256",-7.35552724454583,108.802682150865,\\N,0,0,\\N,3301040001,3301040,https://goo.gl/maps/Eqycb4bMfxMiEYxY6,"Angin kencang, Tanah longsor, dan Gempa bumi"
300,Balai Desa Cimanggu,"Jl. Raya Cimanggu No.443, Cimanggu Kulon, Cimanggu, Kec. Cimanggu, Kabupaten Cilacap, Jawa Tengah 53256",-7.34761538486786,108.838240670845,\\N,0,0,\\N,3301040002,3301040,https://goo.gl/maps/gq4WBN8eSo7b8TGGA,"Angin kencang, Tanah longsor, dan Gempa bumi"
301,Balai Desa Bantarpanjang,"Jl. Nasional III,  Sindanghaji, Bantarpanjang, Kec. Cimanggu, Kabupaten Cilacap, Jawa Tengah 53256",-7.35963704035809,108.856272535275,\\N,0,0,\\N,3301040003,3301040,https://goo.gl/maps/aqq8dBgDU5N2YXwG9,"Angin kencang, Tanah longsor, dan Gempa bumi"
302,Balai Desa Panimbang,"Gentengwetan, Panimbang, Kec. Cimanggu, Kabupaten Cilacap, Jawa Tengah 53256",-7.36754979874172,108.865839250092,\\N,0,0,\\N,3301040004,3301040,https://goo.gl/maps/Lwjsm3JhKaX4kfZA8,"Angin kencang, Tanah longsor, dan Gempa bumi"
303,Balai Desa Mandala,"Mandala, Cimanggu, Lengkong, Mandala, Cilacap, Kabupaten Cilacap, Jawa Tengah 53256",-7.35699221769542,108.887913462245,\\N,0,0,\\N,3301040005,3301040,https://goo.gl/maps/rGhHUH7vt9aExQHw9,"Angin kencang, Tanah longsor, dan Gempa bumi"
304,Balai Desa Bantarmangu,"Bantarmangu, Kec. Cimanggu, Kabupaten Cilacap, Jawa Tengah 53256",-7.33910512452908,108.866450579729,\\N,0,0,\\N,3301040006,3301040,https://goo.gl/maps/ZDPp4o1gFZoQQ2i5A,"Angin kencang, Tanah longsor, dan Gempa bumi"
305,Balai Desa Cilempuyang,"Jl. Majenang - Cimanggu No.541, Cilempuyang, Kec. Cimanggu, Kabupaten Cilacap, Jawa Tengah 53256",-7.34270284426679,108.83395417973,\\N,0,0,\\N,3301040007,3301040,https://goo.gl/maps/Fefj6Uk5hqwHgkAA6,"Angin kencang, Tanah longsor, dan Gempa bumi"
306,Balai Desa Rejodadi,"Kubangwaru, Rejodadi, Kec. Cimanggu, Kabupaten Cilacap, Jawa Tengah 53256",-7.32135558539366,108.797625522923,\\N,0,0,\\N,3301040008,3301040,https://goo.gl/maps/AZgp48NT8HiY35ci6,"Angin kencang, Tanah longsor, dan Gempa bumi"
307,Balai Desa Negarajati,"Jalan Telagasari No. 6, Negarajati, Cimanggu, Tlagasari, Negarajati, Cilacap, Kabupaten Cilacap, Jawa Tengah 53256",-7.3055291273095,108.832198864896,\\N,0,0,\\N,3301040009,3301040,https://goo.gl/maps/smujLrz4R8NLtf578,"Angin kencang, Tanah longsor, dan Gempa bumi"
308,Balai Desa Cisalak,"Cisalak Cisalak Cisalak, Cimanggu, Cibalimbing, Cisalak, Cilacap, Kabupaten Cilacap, Jawa Tengah 53256",-7.30778508952378,108.865445938382,\\N,0,0,\\N,3301040010,3301040,https://goo.gl/maps/CD7aYrhXyqXETxuV7,"Angin kencang, Tanah longsor, dan Gempa bumi"
309,Balai Desa Cibalung,"Jambuluwuk RT. 04, RW.01, Cingwok, Cibalung, Kec. Cimanggu, Kabupaten Cilacap, Jawa Tengah 53256",-7.32031273435261,108.878673777877,\\N,0,0,\\N,3301040011,3301040,https://goo.gl/maps/N6TChzoYKZqyzTEK9,"Angin kencang, Tanah longsor, dan Gempa bumi"
310,Balai Desa Karangsari,"Unnamed Road, 53256, Hutan, Pamulihan, Kec. Karangpucung, Kabupaten Cilacap, Jawa Tengah 53256",-7.30304639555551,108.914394179872,\\N,0,0,\\N,3301040012,3301040,https://goo.gl/maps/9gj3TdQ7LgnKZDWh7,"Angin kencang, Tanah longsor, dan Gempa bumi"
311,Balai Desa Kutabima,"Kutabima, Kec. Cimanggu, Kabupaten Cilacap, Jawa Tengah 53256",-7.28060766464511,108.882918217548,\\N,0,0,\\N,3301040013,3301040,https://goo.gl/maps/q9J7zix6YuwuhPv48,"Angin kencang, Tanah longsor, dan Gempa bumi"
312,Balai Desa Pesahangan,"Pesahangan, Kec. Cimanggu, Kabupaten Cilacap, Jawa Tengah 53256",-7.27711506915298,108.825660192169,\\N,0,0,\\N,3301040014,3301040,https://goo.gl/maps/tJeCDu5HeJw2viCq9,"Angin kencang, Tanah longsor, dan Gempa bumi"
313,Balai Desa Cijati,"Jalan, Cijati, Pesahangan, Kec. Cimanggu, Kabupaten Cilacap, Jawa Tengah 53256",-7.26792966427585,108.814364579893,\\N,0,0,\\N,3301040015,3301040,https://goo.gl/maps/cYfriSVFqcxFfMnj7,"Angin kencang, Tanah longsor, dan Gempa bumi"
314,Balai Desa Tambaksari,"Kedungreja, Kabupaten Cilacap, Jawa Tengah 53263",-7.27331614119725,108.639013735552,\\N,0,0,\\N,3301080009,3301080,https://goo.gl/maps/zJN71JxuDHWeDhSq5,"Angin kencang, Tanah longsor, dan Gempa bumi"
315,Balai Desa Bulupayung,"Kalenaren, Bulupayung, Patimuan, Kabupaten Cilacap, Jawa Tengah 53264",-7.57998184576161,108.785329550897,\\N,0,0,\\N,3301090007,3301090,https://goo.gl/maps/7xTFi9xu8799tToy8,"Angin kencang, Tanah longsor, dan Gempa bumi"
316,Balai Desa Bunton,"Nusasari, Jl. Laut No.2, Karangsari, Bunton, Kec. Adipala, Kabupaten Cilacap, Jawa Tengah 53271",-7.67114603552222,109.145461758808,\\N,0,0,\\N,3301150003,3301150,https://goo.gl/maps/xvEBQ2Sb9XYL2F48A,"Angin kencang, Tanah longsor, dan Gempa bumi"
317,Balai Desa Karangbenda,"Jl. Diponegoro, Sawah,Ladang, Karangbenda, Kec. Adipala, Kabupaten Cilacap, Jawa Tengah 53271",-7.67262419867692,109.176020777821,\\N,0,0,\\N,3301150005,3301150,https://goo.gl/maps/raF8C3WRfM7h6hhW8,"Angin kencang, Tanah longsor, dan Gempa bumi"
318,Balai Desa Adiraja,"Jl. Srandil, Adiraja, Kec. Adipala, Kabupaten Cilacap, Jawa Tengah 53271",-7.66608784114728,109.168197164251,\\N,0,0,\\N,3301150009,3301150,https://goo.gl/maps/1xKfztEgnbQvgrmq6,"Angin kencang, Tanah longsor, dan Gempa bumi"
319,Balai Desa Tritih Lor,"Jl. Raya Cilacap - Wangon No.17, Tunggulwulung, Tritih Lor, Kec. Jeruklegi, Kabupaten Cilacap, Jawa Tengah 53253",-7.63228325663394,109.031461719229,\\N,0,0,\\N,3301130003,3301130,https://goo.gl/maps/62CKvBEedGnB3yQu6,"Angin kencang, Tanah longsor, dan Gempa bumi"
320,Balai Desa Brebeg,"Ciptosari, Brebeg, Kec. Jeruklegi, Kabupaten Cilacap, Jawa Tengah 53252",-7.62627989867556,109.000424860884,\\N,0,0,\\N,3301130001,3301130,https://goo.gl/maps/6b9QqmesBWCXFF2n6,"Angin kencang, Tanah longsor, dan Gempa bumi"
